38 Sea Zone  (1405,1087)  (1345,1146)  (1345,1086)  (1464,1147)  (1405,1027)  (1465,1027)  (1465,1087)  (1343,1026)  (1404,1206)  (1344,1206)  (1285,1146)  (1285,1086)  (1524,1147)  (1524,1207)  (1464,1207)  (1284,1207)  (1403,967)  (1463,967)  (1523,967)  (1525,1027)  (1525,1087)  (1283,1026)  (1283,966)  (1343,966)  (1583,961)  (1225,1147)  (1225,1087)  (1584,1147)  (1584,1207)  (1224,1207)  (1585,1021)  (1585,1081)  (1223,1027)  (1223,967)  | overflowToLeft=false
UK4 - Pubford  (1968,575)  (1902,599)  (1837,625)  (1814,696)  (1758,761)  (1824,768)  (1893,762)  (1961,754)  (2020,740)  (2089,734)  (2114,665)  (2036,637)  | overflowToLeft=false
117 Sea Zone  (2706,3159)  (2646,3218)  (2646,3158)  (2765,3219)  (2766,3141)  (2705,3278)  (2645,3278)  (2586,3218)  (2586,3158)  (2806,3279)  (2585,3279)  (2746,3338)  (2686,3338)  (2526,3219)  (2525,3338)  | overflowToLeft=false
PA2 - Sprut  (2748,386)  | overflowToLeft=false
UK7 - Cala  (1798,1066)  | overflowToLeft=false
51 Sea Zone  (5481,1234)  (5421,1286)  (5421,1226)  (5541,1178)  (5541,1238)  (5361,1286)  (5361,1226)  (5601,1178)  (5601,1238)  | overflowToLeft=false
PA1 - Insel  (2220,34)  | overflowToLeft=false
UK6 - Bluenose  (119,1145)  (59,1176)  (59,1116)  (178,1205)  (119,1085)  (179,1085)  (179,1145)  (118,1236)  (224,1265)  (239,1083)  (239,1143)  | overflowToLeft=false
54 Sea Zone  (78,1787)  (18,1846)  (18,1786)  (137,1847)  (78,1727)  (138,1727)  (138,1787)  (16,1726)  (76,1667)  (136,1667)  | overflowToLeft=false
PA4 - Amortizatorra  (3239,897)  (3179,921)  (3298,957)  (3299,867)  (3158,861)  | overflowToLeft=false
UK9 - Bogtrot  (7404,1098)  (7344,1157)  (7344,1097)  (7463,1158)  (7404,1038)  (7464,1060)  (7342,1037)  (7284,1195)  (7523,1120)  (7282,1075)  (7583,1076)  (7583,1136)  | overflowToLeft=false
PA3 - Kierch  (2785,529)  (2845,508)  | overflowToLeft=false
UK8 - Beavertail  (7107,1079)  (7047,1138)  (7047,1078)  (7166,1139)  (7107,1019)  (7167,1019)  (7167,1079)  (7045,1018)  (7106,1198)  (7046,1198)  (7214,1199)  (7105,959)  (7165,959)  | overflowToLeft=false
48 Sea Zone  (4584,1344)  (4524,1403)  (4524,1343)  (4584,1284)  (4644,1284)  (4644,1344)  (4522,1283)  (4582,1224)  (4642,1224)  (4702,1224)  (4513,1223)  (4573,1164)  (4633,1164)  (4693,1164)  | overflowToLeft=false
PA6 - Bugger  (5123,1189)  | overflowToLeft=false
89 Sea Zone  (3452,2553)  (3392,2591)  (3392,2531)  (3511,2613)  (3512,2533)  (3369,2471)  (3332,2563)  (3571,2593)  (3578,2653)  (3309,2503)  (3288,2443)  (3638,2613)  (3249,2552)  (3666,2673)  (3228,2492)  (3228,2432)  | overflowToLeft=false
PA5 - Chora  (2112,1142)  (2076,1082)  | overflowToLeft=false
PA8 - Afiadonn  (1708,1465)  (1673,1525)  (1768,1433)  | overflowToLeft=false
PA7 - Sede  (1077,1686)  | overflowToLeft=false
PA9 - Ligazonn  (1831,1601)  (1771,1654)  (1771,1594)  (1891,1570)  (1951,1583)  | overflowToLeft=false
123 Sea Zone  (5724,3248)  (5664,3307)  (5664,3247)  (5783,3308)  (5724,3188)  (5784,3188)  (5784,3248)  (5662,3187)  (5604,3338)  (5604,3278)  (5843,3308)  (5844,3141)  (5844,3201)  (5602,3218)  (5602,3158)  (5544,3338)  (5544,3278)  (5903,3261)  (5903,3321)  (5904,3141)  (5904,3201)  (5542,3218)  (5542,3158)  (5484,3338)  (5484,3278)  (5963,3261)  (5963,3321)  (5964,3141)  (5964,3201)  (5482,3218)  (5482,3158)  (5424,3338)  (5424,3278)  | overflowToLeft=false
43 Sea Zone  (5455,1024)  (5395,1083)  (5395,1023)  (5514,1084)  (5455,964)  (5515,964)  (5515,1024)  (5393,963)  (5335,1114)  (5335,1054)  (5574,1084)  (5575,964)  (5575,1024)  (5333,994)  (5333,934)  (5634,1084)  (5635,1015)  (5694,1075)  (5754,1111)  | overflowToLeft=false
26 Sea Zone  (4133,345)  (4073,404)  (4073,344)  (4192,405)  (4133,285)  (4193,285)  (4193,345)  (4071,284)  (4013,421)  (4013,361)  (4252,405)  (4253,257)  (4253,317)  (4011,301)  (4011,241)  (3953,408)  (4312,377)  (4312,437)  (4313,242)  (4313,302)  (3951,348)  (3951,288)  (3951,228)  | overflowToLeft=false
7 Sea Zone  (2647,85)  (2587,144)  (2587,84)  (2706,145)  (2647,25)  (2707,25)  (2707,85)  (2585,24)  (2527,171)  (2527,111)  (2766,145)  (2767,0)  (2767,60)  (2525,51)  (2467,171)  (2467,111)  (2826,120)  (2827,0)  (2827,60)  (2465,51)  (2407,171)  (2407,111)  (2405,51)  | overflowToLeft=false
NL10 - Grensgebied  (1879,2927)  (1819,2986)  (1819,2926)  (1939,2870)  (1939,2930)  (1759,2942)  (1999,2855)  | overflowToLeft=false
NL11 - Hoofdstad  (2114,2848)  (2175,2844)  (2247,2840)  (2312,2887)  (2100,2911)  (2046,2977)  (2063,3037)  (2131,3027)  (2195,3026)  (2267,3018)  (2338,3028)  (2344,2960)  | overflowToLeft=false
2 Sea Zone  (629,96)  (569,155)  (569,95)  (688,156)  (629,36)  (689,36)  (689,96)  (567,35)  (628,215)  (568,215)  (509,155)  (509,95)  (748,156)  (748,216)  (688,216)  (508,216)  (749,0)  (749,60)  (507,35)  (449,156)  (449,96)  (448,225)  (447,36)  (387,93)  (387,33)  | overflowToLeft=false
NL12 - Ingang  (1864,3173)  (1825,3233)  (1924,3145)  | overflowToLeft=false
USCap  (7660,3397)  | overflowToLeft=false
35 Sea Zone  (406,1199)  (346,1258)  (346,1198)  (465,1259)  (406,1139)  (466,1139)  (466,1199)  (344,1138)  (405,1318)  (345,1318)  (502,1319)  (404,1079)  (464,1079)  (285,1340)  (442,1378)  (382,1378)  (502,1379)  (360,1019)  (420,1019)  (480,1019)  (322,1400)  | overflowToLeft=false
44 Sea Zone  (646,1424)  (586,1483)  (586,1423)  (705,1484)  (646,1364)  (706,1364)  (706,1424)  (584,1363)  (645,1543)  (585,1543)  (722,1544)  (644,1304)  (704,1304)  (566,1303)  | overflowToLeft=false
81 Sea Zone  (122,2310)  (62,2364)  (62,2304)  (181,2370)  (122,2250)  (182,2250)  (182,2310)  (2,2364)  (2,2304)  | overflowToLeft=false
53 Sea Zone  (5756,1336)  (5696,1395)  (5696,1335)  (5815,1396)  (5756,1276)  (5816,1276)  (5816,1336)  (5694,1275)  (5755,1455)  (5695,1455)  (5754,1216)  (5683,1215)  (5686,1515)  | overflowToLeft=false
72 Sea Zone  (2243,1942)  (2183,1990)  (2183,1930)  (2303,1936)  (2177,1870)  | overflowToLeft=false
CCap  (7660,3397)  | overflowToLeft=false
103 Sea Zone  (3536,3039)  (3476,3098)  (3476,3038)  (3595,3099)  (3536,2979)  (3596,2979)  (3596,3039)  (3474,2978)  (3416,3115)  (3416,3055)  (3655,3099)  (3656,2999)  (3414,2995)  (3356,3115)  (3356,3055)  (3715,3059)  | overflowToLeft=false
63 Sea Zone  (4644,1541)  (4584,1598)  (4584,1538)  (4703,1601)  (4644,1481)  (4704,1481)  (4704,1541)  (4580,1478)  (4524,1590)  (4763,1601)  (4764,1467)  (4764,1527)  (4520,1530)  (4520,1470)  | overflowToLeft=false
112 Sea Zone  (172,3312)  (112,3338)  (112,3278)  (232,3274)  (232,3334)  (52,3338)  (292,3267)  (292,3327)  | overflowToLeft=false
5 Sea Zone  (1739,85)  (1679,144)  (1679,84)  (1798,145)  (1739,25)  (1799,25)  (1799,85)  (1677,24)  (1619,191)  (1619,131)  (1858,145)  (1859,0)  (1859,60)  (1617,71)  (1617,11)  | overflowToLeft=false
16 Sea Zone  (7050,153)  (6990,212)  (6990,152)  (7109,213)  (7050,93)  (7110,93)  (7110,153)  (6988,92)  (7049,272)  (6989,272)  (6930,161)  (7169,213)  (7169,273)  (7109,273)  (7048,33)  (7108,33)  (7168,33)  (7170,93)  (7170,153)  (6928,101)  (6928,41)  (6988,32)  (7228,1)  (7049,332)  (6989,332)  (7116,333)  (6868,117)  (6868,57)  | overflowToLeft=false
G11  (2748,1146)  (2688,1205)  (2688,1145)  (2807,1206)  (2748,1086)  (2808,1086)  (2808,1146)  (2686,1085)  (2747,1265)  (2868,1086)  (2868,1146)  (2626,1027)  | overflowToLeft=false
G10  (2521,1129)  (2461,1145)  (2580,1189)  (2516,1069)  | overflowToLeft=false
G13  (2372,1231)  (2312,1232)  (2432,1228)  (2492,1261)  | overflowToLeft=false
126 Sea Zone  (7444,3296)  (7384,3338)  (7384,3278)  (7504,3270)  (7504,3330)  (7324,3338)  (7324,3278)  (7564,3287)  | overflowToLeft=false
G12  (2950,1242)  (2941,1302)  (3010,1225)  | overflowToLeft=false
69 Sea Zone  (1182,2071)  (1122,2130)  (1122,2070)  (1241,2131)  (1182,2011)  (1242,2011)  (1242,2071)  (1120,2010)  (1062,2186)  (1062,2126)  (1301,2131)  (1180,1951)  (1240,1951)  (1300,1951)  (1302,2011)  (1302,2071)  (1060,2066)  (1060,2006)  (1120,1950)  (1360,1951)  (1002,2186)  (1002,2126)  (1361,2131)  (1000,2066)  (1000,2006)  | overflowToLeft=false
G15 - Blitzburg  (2766,1471)  (2718,1533)  (2655,1510)  (2677,1443)  (2712,1369)  (2773,1336)  (2840,1330)  (2905,1362)  (2921,1427)  | overflowToLeft=false
F1 - Canal  (2104,891)  | overflowToLeft=false
G14  (2566,1401)  (2506,1460)  (2588,1461)  (2555,1341)  (2615,1341)  (2528,1520)  (2588,1521)  | overflowToLeft=false
F2 - Parcourue  (2388,957)  (2328,977)  (2328,917)  (2433,1017)  (2448,936)  (2373,1037)  (2508,938)  | overflowToLeft=false
G17  (2120,1525)  (2060,1571)  (2180,1490)  (2180,1550)  (2240,1514)  | overflowToLeft=false
F3 - Metroparis  (2473,756)  (2533,726)  (2600,720)  (2664,749)  (2618,791)  (2597,837)  (2529,866)  (2461,872)  (2398,840)  | overflowToLeft=false
G16  (2957,1527)  (3017,1486)  | overflowToLeft=false
34 Sea Zone  (5260,692)  (5200,751)  (5200,691)  (5319,752)  (5260,632)  (5320,632)  (5320,692)  (5198,631)  (5259,811)  (5199,811)  (5140,751)  (5140,691)  (5379,752)  (5379,812)  (5319,812)  (5139,812)  (5380,632)  (5380,692)  (5138,631)  (5138,571)  (5198,571)  (5439,752)  (5439,812)  (5440,670)  (5183,511)  (5243,475)  | overflowToLeft=false
F4 - Haienau  (2662,626)  | overflowToLeft=false
G19 - Kriegsbruck  (2551,1706)  (2541,1766)  (2540,1646)  (2600,1646)  (2660,1600)  | overflowToLeft=false
F5 - Cosmopollon  (2743,873)  (2683,932)  (2683,872)  (2802,933)  (2743,813)  (2803,831)  (2623,907)  (2862,891)  | overflowToLeft=false
G18  (2385,1623)  (2444,1683)  (2384,1683)  (2335,1563)  (2395,1563)  (2445,1623)  (2433,1743)  (2373,1743)  (2318,1503)  (2378,1503)  (2382,1803)  | overflowToLeft=false
F6 - Macabrenne  (1764,1774)  (1792,1834)  (1732,1834)  (1824,1720)  | overflowToLeft=false
F7 - Ennui  (6250,1486)  (6190,1545)  (6190,1485)  (6307,1546)  (6250,1426)  (6310,1426)  (6310,1486)  (6222,1605)  (6370,1475)  (6162,1646)  | overflowToLeft=false
F8 - Shaykhes  (3108,2250)  (3048,2309)  (3167,2310)  (3082,2190)  (3168,2204)  (3228,2223)  | overflowToLeft=false
F9 - Tsutshepen  (3406,2257)  (3346,2275)  (3466,2254)  (3526,2282)  | overflowToLeft=false
